Url,Price,Suburb,size_inch,Date Listed,Last Edited,Brand,Condition,Display Technology,Screen Size,Max. Resolution,COVID-19 Safety,yhat
https://www.gumtree.com.au/s-ad/blacktown/tvs/bauhn-tv-46-lcd-led-digital-full-hd-with-remote-model-atv46flem/1255988065,249.0,Blacktown,46.0,02/09/2020,02/09/2020,,Used,LED,40-49 in,,,331.08659308087266
https://www.gumtree.com.au/s-ad/rockdale/tvs/samsung-32inch-t-v-perfect-condition/1255988031,120.0,Rockdale,32.0,02/09/2020,02/09/2020,Samsung,Used,LCD,30-39 in,1080p,,139.62070000289881
https://www.gumtree.com.au/s-ad/craigieburn/tvs/hisense-55-inch-4k-television-2020/1255987913,500.0,Craigieburn,55.0,02/09/2020,02/09/2020,Hisense,Used,LED,50-60 in,2160p (4K),,658.7332663620414
https://www.gumtree.com.au/s-ad/bradbury/tvs/40-full-hd-led-lcd-tv-soniq/1255986931,150.0,Bradbury,40.0,02/09/2020,02/09/2020,SONIQ,Used,LED LCD,40-49 in,,,192.35560339281596
https://www.gumtree.com.au/s-ad/carina/tvs/wanted-kriesler-duplex-17-b-w-television-1966-70/1255985994,,Carina,,02/09/2020,02/09/2020,,Used,,,,,220.8258928520433
https://www.gumtree.com.au/s-ad/caroline-springs/tvs/need-an-elecetrician-free-quotes-downlights-tv-mounts-pendants/1255985939,169.0,Caroline Springs,,02/09/2020,02/09/2020,,New,,,,Contactless trade,477.27435027817006
https://www.gumtree.com.au/s-ad/alexandra-hills/tvs/sony-bravia-40-full-hd-lcd/1255985844,250.0,Alexandra Hills,40.0,02/09/2020,Yesterday,,Used,,,,,253.78605909907805
https://www.gumtree.com.au/s-ad/bridport/tvs/thorn-4k-tv/1255985642,290.0,Bridport,,02/09/2020,02/09/2020,Other,Used,LCD,50-60 in,2160p (4K),,325.3952268165205
https://www.gumtree.com.au/s-ad/melbourne-cbd/tvs/devanti-smart-tv-40-inch-led-tv-402k-full-vg4jh-stv-316-fhd-40-bk/1255985628,544.0,Melbourne CBD,40.0,02/09/2020,02/09/2020,,New,,,,Contactless trade,510.2345165252048
https://www.gumtree.com.au/s-ad/sippy-downs/tvs/sony-bravia-40-lcd-hd-tv/1255985167,200.0,Sippy Downs,40.0,02/09/2020,02/09/2020,Sony,Used,LCD,40-49 in,1080p,,209.1411543628075
https://www.gumtree.com.au/s-ad/thornbury/tvs/60-inch-lg-plasma-tv-with-hard-drive/1255984608,200.0,Thornbury,60.0,02/09/2020,02/09/2020,LG,Used,Plasma,50-60 in,,,261.68618897112947
https://www.gumtree.com.au/s-ad/east-corrimal/tvs/lg-55-4k-hdr-tv/1255984132,650.0,East Corrimal,55.0,02/09/2020,2020-09-04,,Used,,,,,301.19694349379404
https://www.gumtree.com.au/s-ad/paradise-point/tvs/samsung-32-inch-tv/1255982133,150.0,Paradise Point,32.0,02/09/2020,Yesterday,Samsung,Used,,30-39 in,,,199.58591883959593
https://www.gumtree.com.au/s-ad/cleveland/tvs/fujitsu-massive-tv/1255981855,,Cleveland,,02/09/2020,02/09/2020,,Used,,,,,220.8258928520433
https://www.gumtree.com.au/s-ad/parramatta/tvs/chiq-40-full-hd-led-tv-l40h4-122cm-162539/1255981837,259.0,Parramatta,40.0,02/09/2020,02/09/2020,,Used,,,,,253.78605909907805
https://www.gumtree.com.au/s-ad/parramatta/tvs/panasonic-39-full-hd-led-lcd-tv-th-l39em5a-99cm-162867-/1255981793,259.0,Parramatta,39.0,02/09/2020,02/09/2020,,Used,,,,,250.6253334727636
https://www.gumtree.com.au/s-ad/arcadia-vale/tvs/42-inch-lcd-lg-tv-works-fine/1255980675,30.0,Arcadia Vale,42.0,02/09/2020,02/09/2020,,Used,,,,,260.1075103517068
https://www.gumtree.com.au/s-ad/melbourne-cbd/tvs/devanti-smart-tv-32-inch-led-tv-32-hd-lcd-fn1jd-stv-668-hd-32-bk/1255980116,381.0,Melbourne CBD,32.0,02/09/2020,02/09/2020,,New,,,,Contactless trade,484.9487115146896
https://www.gumtree.com.au/s-ad/rockdale/tvs/kogan-24-led-tv-full-hd-dvd-player-combo-with-remote-euc-rockdale/1255979286,99.0,Rockdale,24.0,02/09/2020,02/09/2020,Kogan,Used,LED,20-29 in,1080p,,-79.83979384939556
https://www.gumtree.com.au/s-ad/oakleigh-south/tvs/used-sumsang-28-inches-tv/1255979244,40.0,Oakleigh South,28.0,02/09/2020,02/09/2020,Samsung,Used,LCD,20-29 in,,,92.00563487973113
https://www.gumtree.com.au/s-ad/lapstone/tvs/large-pioneer-plasma-tv/1255978664,60.0,Lapstone,,02/09/2020,02/09/2020,,Used,Plasma,40-49 in,,Contactless trade,102.46472551288116
https://www.gumtree.com.au/s-ad/shelley/tvs/samsung-42inch-lcd-tv-for-sale/1255978582,250.0,Shelley,42.0,02/09/2020,02/09/2020,Samsung,Used,LCD,40-49 in,,,247.6838435324592
https://www.gumtree.com.au/s-ad/melbourne-cbd/tvs/devanti-24-inch-led-tv-combo-built-in-dvd-0n7vg-dtv-hd-24-bk/1255978461,314.0,Melbourne CBD,24.0,02/09/2020,02/09/2020,,New,,,,Contactless trade,459.6629065041744
https://www.gumtree.com.au/s-ad/meadowbank/tvs/sony-bravia-32-inch-led-tv-32ex720-/1255978038,155.0,Meadowbank,32.0,01/09/2020,Yesterday,Sony,Used,,,,,264.92601204239537
https://www.gumtree.com.au/s-ad/glen-forrest/tvs/tv-entertainment-unit/1255978010,400.0,Glen Forrest,,01/09/2020,01/09/2020,Panasonic,Used,,40-49 in,,,146.70652686536005
https://www.gumtree.com.au/s-ad/yanchep/tvs/cheap-50-samsung-tv/1255977936,100.0,Yanchep,50.0,01/09/2020,01/09/2020,Samsung,Used,,,,,323.6168255984831
https://www.gumtree.com.au/s-ad/como/tvs/tv-32in-phillips-wall-mounted-no-stand-/1255977541,,Como,,01/09/2020,01/09/2020,Other,Used,,30-39 in,,Contactless trade,-11.223407017012775
https://www.gumtree.com.au/s-ad/parramatta/tvs/42-frameless-plasma-tv-with-built-in-hd-tuner/1255977307,200.0,Parramatta,,01/09/2020,01/09/2020,LG,Used,Plasma,40-49 in,,,108.20619012740235
https://www.gumtree.com.au/s-ad/wollert/tvs/hisense-65-rg-4k-uhd-smart-led-tv/1255976761,900.0,Wollert,65.0,01/09/2020,01/09/2020,Hisense,Used,LED,Other,2160p (4K),,1189.2451590667417
https://www.gumtree.com.au/s-ad/petersham/tvs/panasonic-50-plasma-hd-tv-in-good-condition/1255976307,200.0,Petersham,50.0,01/09/2020,01/09/2020,Panasonic,Used,Plasma,50-60 in,1080p,,156.8013956890998
https://www.gumtree.com.au/s-ad/burwood/tvs/samsung-26-inch-lcd-led-hd-tv-with-built-in-hdtv-tuner-television/1255976157,85.0,Burwood,26.0,01/09/2020,01/09/2020,Samsung,Used,,,,,247.75941056693745
https://www.gumtree.com.au/s-ad/epping/tvs/samsung-42-inch-plasma-tv-for-urgent-sale-great-bargain-/1255975993,300.0,Epping,42.0,01/09/2020,01/09/2020,Samsung,Used,Plasma,40-49 in,,,195.8711886123129
https://www.gumtree.com.au/s-ad/cairns/tvs/wanted-crt-tv-s-pro-video-monitors/1255975823,30.0,Cairns,,01/09/2020,2020-09-04,Sony,Used,CRT,,,Contactless trade,78.90165627933439
https://www.gumtree.com.au/s-ad/cremorne/tvs/hd-1080p-digital-projector/1255975514,650.0,Cremorne,,01/09/2020,01/09/2020,,Used,Other,Other,1080p,,915.788824628929
https://www.gumtree.com.au/s-ad/rose-bay/tvs/tv-toshiba-32-/1255975422,100.0,Rose Bay,32.0,01/09/2020,01/09/2020,,Used,LCD,30-39 in,,,131.82067540123217
https://www.gumtree.com.au/s-ad/north-sydney/tvs/samsung-q60t-75-qled-ultra-hd-4k-smart-tv-/1255974855,2500.0,North Sydney,75.0,01/09/2020,02/09/2020,Samsung,Used,QLED,Other,2160p (4K),,2034.4177693048086
https://www.gumtree.com.au/s-ad/maroubra/tvs/samsung-led-tv-46-inch/1255974843,450.0,Maroubra,46.0,01/09/2020,01/09/2020,Samsung,Used,LED,40-49 in,,,369.31010331713367
https://www.gumtree.com.au/s-ad/cranley/tvs/jvc-fhd-led-50-tv-with-remote/1255973467,350.0,Cranley,50.0,01/09/2020,01/09/2020,JVC,Used,LED,50-60 in,,,326.3434373087174
https://www.gumtree.com.au/s-ad/nollamara/tvs/tv-panasonic-50-/1255973195,150.0,Nollamara,50.0,01/09/2020,01/09/2020,Panasonic,Used,,50-60 in,,,268.57926944594317
https://www.gumtree.com.au/s-ad/cabramatta/tvs/smart-tv-panasonic-65-4k/1255972516,800.0,Cabramatta,65.0,01/09/2020,01/09/2020,Panasonic,Used,,,,,279.79027762366076
https://www.gumtree.com.au/s-ad/brisbane-city/tvs/lg-50inch-tv/1255972467,150.0,Brisbane City,50.0,01/09/2020,01/09/2020,LG,Used,,,,,275.23344461323603
https://www.gumtree.com.au/s-ad/sale/tvs/32-inch-lg-tv/1255972428,80.0,Sale,32.0,01/09/2020,01/09/2020,LG,Used,,30-39 in,,,151.20253785434886
https://www.gumtree.com.au/s-ad/kingston/tvs/bauhn-59-cms-full-hd-led-with-dvd-combo-/1255972288,48.0,Kingston,23.0,01/09/2020,01/09/2020,Other,Used,LED LCD,50-60 in,Other,Contactless trade,-15.901362544211622
https://www.gumtree.com.au/s-ad/macquarie-park/tvs/panasonic-tv/1255972226,100.0,Macquarie Park,,01/09/2020,01/09/2020,Panasonic,Used,,,,,167.81197071876602
https://www.gumtree.com.au/s-ad/scarborough/tvs/plasma-63-wide-screen-tv/1255971538,300.0,Scarborough,63.0,01/09/2020,01/09/2020,Samsung,Used,Plasma,Other,1080p,,788.0328976422818
https://www.gumtree.com.au/s-ad/berwick/tvs/hisense-55-inch-smart-hdtv/1255971164,500.0,Berwick,55.0,01/09/2020,01/09/2020,Hisense,Used,Other,50-60 in,,,522.6522370677499
https://www.gumtree.com.au/s-ad/sydney-city/tvs/samsung-ua60f6400-series-6-60-inch-152cm-smart-full-hd-3d-led-lcd-tv/1255969466,680.0,Sydney City,60.0,01/09/2020,02/09/2020,Samsung,Used,LED LCD,50-60 in,Other,Contactless trade,288.27911488600324
https://www.gumtree.com.au/s-ad/north-rocks/tvs/42inch-lg-lcd-tv-remote-good-working-condition/1255968569,50.0,North Rocks,42.0,01/09/2020,01/09/2020,,Used,,,,,260.1075103517068
https://www.gumtree.com.au/s-ad/glynde/tvs/toshiba-tv-32-/1255968326,90.0,Glynde,,01/09/2020,01/09/2020,Other,Used,LCD,30-39 in,,,-24.863804855608308
https://www.gumtree.com.au/s-ad/cremorne/tvs/37-lg-lcd-tv-lg37lc2d-tv-unit/1255967175,170.0,Cremorne,,01/09/2020,01/09/2020,LG,Used,LCD,30-39 in,720p,,94.68026876045124
https://www.gumtree.com.au/s-ad/maylands/tvs/sony-zx90-6x-blank-sealed-cassette-tapes/1255966539,24.0,Maylands,,01/09/2020,01/09/2020,,New,,,,,493.17568564167715
https://www.gumtree.com.au/s-ad/hoppers-crossing/tvs/46-inch-tv-sony-kdl-46nx700-excellent-working-condition/1255965966,350.0,Hoppers Crossing,46.0,01/09/2020,02/09/2020,Sony,Used,LED,40-49 in,1080p,Contactless trade,321.1875300366036
https://www.gumtree.com.au/s-ad/lakemba/tvs/lg-tv-for-parts/1255965773,15.0,Lakemba,,01/09/2020,01/09/2020,,Used,,,,,220.8258928520433
https://www.gumtree.com.au/s-ad/granville/tvs/sony-46-lcd-tv/1255965500,200.0,Granville,46.0,01/09/2020,01/09/2020,Sony,Used,LCD,40-49 in,1080p,,228.10550812069386
https://www.gumtree.com.au/s-ad/alkimos/tvs/tv-hisense-smart-tv-55/1255965273,500.0,Alkimos,,01/09/2020,01/09/2020,,Used,,,,,220.8258928520433
https://www.gumtree.com.au/s-ad/wheelers-hill/tvs/lcd-colour-television-sharp-lc-37af3x/1255964677,99.0,Wheelers Hill,,01/09/2020,01/09/2020,,Used,LCD,30-39 in,576p,Contactless trade,98.99999999999969
https://www.gumtree.com.au/s-ad/plumpton/tvs/samsung-40-inch-lcd-tv/1255964572,80.0,Plumpton,40.0,01/09/2020,01/09/2020,Samsung,Used,LCD,40-49 in,,,241.36239227983037
https://www.gumtree.com.au/s-ad/belconnen/tvs/32-samsung-full-hd-tv/1255964544,100.0,Belconnen,32.0,01/09/2020,01/09/2020,Hisense,Used,,50-60 in,,,259.6736429095937
https://www.gumtree.com.au/s-ad/belconnen/tvs/55-hisense-full-hd-tv/1255964228,200.0,Belconnen,55.0,01/09/2020,01/09/2020,Hisense,Used,,50-60 in,,,332.37033231482485
https://www.gumtree.com.au/s-ad/yarra-glen/tvs/samsung-32-inch-lcd-tv/1255964039,50.0,Yarra Glen,32.0,01/09/2020,01/09/2020,Samsung,Used,LCD,,,,237.18203112272118
https://www.gumtree.com.au/s-ad/highgate-hill/tvs/32-hd-lcd-haier-tv-remote-fully-working-delivery/1255963470,130.0,Highgate Hill,32.0,01/09/2020,01/09/2020,Other,Used,LCD,30-39 in,1080i,,17.939110157956023
https://www.gumtree.com.au/s-ad/randwick/tvs/sasmung-40-full-hd-1080p-smart-led-tv-wifi-40-inch/1255963472,350.0,Randwick,40.0,01/09/2020,02/09/2020,Samsung,Used,LED LCD,40-49 in,1080p,,279.67640222804977
https://www.gumtree.com.au/s-ad/calamvale/tvs/nice-television/1255963096,80.0,Calamvale,,01/09/2020,01/09/2020,,Used,,,,,220.8258928520433
https://www.gumtree.com.au/s-ad/kedron/tvs/sony-bravia-55-lcd-tv/1255963020,250.0,Kedron,55.0,01/09/2020,Yesterday,Sony,Used,LCD,,,,308.0809682455239
https://www.gumtree.com.au/s-ad/launceston/tvs/wanted-old-tv/1255962744,12345.0,Launceston,,01/09/2020,01/09/2020,,Used,,,,,220.8258928520433
https://www.gumtree.com.au/s-ad/redland-bay/tvs/lg-60-152cm-full-hd-3d-plasma-tv/1255961842,100.0,Redland Bay,59.0,01/09/2020,01/09/2020,LG,Used,Plasma,50-60 in,1080p,Contactless trade,212.2006423467135
https://www.gumtree.com.au/s-ad/burwood/tvs/panasonic-40-inch-smart-tv/1255961603,300.0,Burwood,40.0,01/09/2020,Yesterday,Panasonic,Used,LED,,,,280.21376104311497
https://www.gumtree.com.au/s-ad/spearwood/tvs/mitsumaru-43-led-smart-m4327-black-tv-001100196422/1255960839,399.0,Spearwood,43.0,01/09/2020,01/09/2020,,Used,,,,,263.26823597802127
https://www.gumtree.com.au/s-ad/adelaide-cbd/tvs/samsung-series-5-550-lcd-tv/1255960480,200.0,Adelaide CBD,,01/09/2020,01/09/2020,Samsung,Used,LCD,30-39 in,1080p,,131.94633876637926
https://www.gumtree.com.au/s-ad/wiley-park/tvs/50-inch-lcd-sharp-tv/1255960472,150.0,Wiley Park,50.0,01/09/2020,01/09/2020,,Used,,,,,285.39331536222204
https://www.gumtree.com.au/s-ad/east-fremantle/tvs/universal-tv-stand/1255960450,60.0,East Fremantle,,01/09/2020,01/09/2020,,Used,,,,,220.8258928520433
https://www.gumtree.com.au/s-ad/fortitude-valley/tvs/2-x-kogan-32-smart-led-tv-series-7-ah7000-/1255960250,150.0,Fortitude Valley,32.0,01/09/2020,01/09/2020,Kogan,Used,LED,,,,108.40299053344643
https://www.gumtree.com.au/s-ad/fairfield/tvs/32inch-lcd-tv-and-jvc-dvd-player/1255959940,150.0,Fairfield,32.0,01/09/2020,01/09/2020,,Used,,,,,228.50025408856283
https://www.gumtree.com.au/s-ad/brunswick-west/tvs/40-blaupunkt-smart-tv-and-stand-for-sale/1255959914,280.0,Brunswick West,40.0,01/09/2020,02/09/2020,,Used,,,,,253.78605909907805
https://www.gumtree.com.au/s-ad/cranbourne-north/tvs/looking-for-a-55-60-tv/1255959145,200.0,Cranbourne North,60.0,01/09/2020,01/09/2020,Other,Used,,,,,167.9904526050451
https://www.gumtree.com.au/s-ad/lurnea/tvs/television-repairs/1255958694,1.0,Lurnea,,01/09/2020,01/09/2020,,New,,,,,493.17568564167715
https://www.gumtree.com.au/s-ad/wagga-wagga/tvs/smart-tv-55-speaker/1255957377,400.0,Wagga Wagga,55.0,01/09/2020,01/09/2020,SONIQ,Used,LCD,50-60 in,Other,Contactless trade,85.99370670178911
https://www.gumtree.com.au/s-ad/melbourne-cbd/tvs/hisense-49-inch-led-smart-tv-series-4-2019-with-tv-bench/1255957098,650.0,Melbourne CBD,49.0,01/09/2020,2020-09-04,Hisense,Used,LED LCD,40-49 in,Other,Contactless trade,152.9558152939117
https://www.gumtree.com.au/s-ad/darwin-cbd/tvs/looking-for-older-samsung-led-tv-smart-or-standard/1255956974,,Darwin CBD,,01/09/2020,01/09/2020,Samsung,Used,LED,,,,338.4910271656185
https://www.gumtree.com.au/s-ad/dandenong-north/tvs/kogan-19-inch-lcd-tv/1255956762,80.0,Dandenong North,19.0,01/09/2020,01/09/2020,Kogan,Used,LCD,Less than 20 in,,,-106.55723359654567
https://www.gumtree.com.au/s-ad/bateman/tvs/hisence-tv/1255956547,110.0,Bateman,,01/09/2020,01/09/2020,,Used,,,,,220.8258928520433
https://www.gumtree.com.au/s-ad/reynella-east/tvs/soniq-32inch-lcd-television/1255956325,100.0,Reynella East,32.0,01/09/2020,01/09/2020,SONIQ,Used,LCD,,,,119.43774665289294
https://www.gumtree.com.au/s-ad/ingleburn/tvs/samsung-42-inch-tv/1255956016,200.0,Ingleburn,42.0,01/09/2020,01/09/2020,,Used,,,,,260.1075103517068
https://www.gumtree.com.au/s-ad/mayfield-east/tvs/palsonic-101cm-tv-lcd-screen-palsonic/1255955553,100.0,Mayfield East,39.0,01/09/2020,01/09/2020,Other,Used,LCD,Other,,Contactless trade,591.2766585453878
https://www.gumtree.com.au/s-ad/woodpark/tvs/television/1255955539,125.0,Woodpark,,01/09/2020,01/09/2020,LG,Used,,,,,210.66602210305732
https://www.gumtree.com.au/s-ad/brisbane-city/tvs/sony-bravia-32-in-tv-/1255955198,80.0,Brisbane City,,01/09/2020,01/09/2020,Sony,Used,,30-39 in,,,190.11380532064788
https://www.gumtree.com.au/s-ad/dandenong/tvs/clearance-hisense-50-inch-uhd-4k-led-smart-tv-from-450/1255954529,450.0,Dandenong,50.0,01/09/2020,01/09/2020,,Used,,,,,285.39331536222204
https://www.gumtree.com.au/s-ad/scarness/tvs/teac-12-240v-tv/1255954149,60.0,Scarness,,01/09/2020,01/09/2020,TEAC,Used,Other,Less than 20 in,,,216.85486952709542
https://www.gumtree.com.au/s-ad/guildford/tvs/lg-b9-65-inch-class-4k-smart-oled-tv-w-ai-thinq/1255036369,2350.0,Guildford,65.0,01/09/2020,01/09/2020,LG,Used,OLED,,,,1243.0773211712062
https://www.gumtree.com.au/s-ad/parramatta/tvs/lg-tv/1255953599,100.0,Parramatta,,01/09/2020,01/09/2020,LG,Used,,,,,210.66602210305732
https://www.gumtree.com.au/s-ad/auburn/tvs/kogan-55-4k-led-tv-with-remote-pick-up-only/1255952621,399.0,Auburn,55.0,01/09/2020,01/09/2020,Kogan,Used,LED,50-60 in,2160p (4K),,464.22086612557854
https://www.gumtree.com.au/s-ad/parkdale/tvs/mitsumaru-32inch-brand-new-12mth-warranty-001800601579/1255951989,289.0,Parkdale,32.0,01/09/2020,01/09/2020,Other,Used,,30-39 in,1080p,Contactless trade,-33.97253141508766
https://www.gumtree.com.au/s-ad/st-helens/tvs/televisions-led-lcd/1255951756,200.0,St Helens,,01/09/2020,02/09/2020,,Used,,,,,220.8258928520433
https://www.gumtree.com.au/s-ad/guildford/tvs/chiq-u43h10-43-4k-uhd-android-tv/1255951521,200.0,Guildford,43.0,01/09/2020,01/09/2020,,Used,,,,,263.26823597802127
https://www.gumtree.com.au/s-ad/woodvale/tvs/panasonic-viera-plasma-tv/1255951114,100.0,Woodvale,,01/09/2020,01/09/2020,Panasonic,Used,Plasma,,,,86.45758259651701
https://www.gumtree.com.au/s-ad/wollongbar/tvs/sharp-flatscreen-stereo-tv-30-inch-robust/1255951085,80.0,Wollongbar,30.0,01/09/2020,02/09/2020,Other,Used,,30-39 in,,,6.030838330385123
https://www.gumtree.com.au/s-ad/oaklands-park/tvs/digital-tv-25-/1255950357,22.0,Oaklands Park,,01/09/2020,01/09/2020,,Used,,,,,220.8258928520433
https://www.gumtree.com.au/s-ad/north-melbourne/tvs/flat-screen-lg-television/1255950241,200.0,North Melbourne,,01/09/2020,01/09/2020,LG,Used,LED,40-49 in,1080p,Contactless trade,222.677381328864
https://www.gumtree.com.au/s-ad/holt/tvs/toshiba-regza/1255950177,100.0,Holt,,01/09/2020,01/09/2020,,Used,LCD,,,,191.2841596499406
https://www.gumtree.com.au/s-ad/wembley/tvs/toshiba-television-in-great-condition/1255949971,100.0,Wembley,,01/09/2020,01/09/2020,,Used,,30-39 in,,,153.68804736681534
https://www.gumtree.com.au/s-ad/indooroopilly/tvs/43-inch-sony-tv-wall-mount-and-bluray-dvd-player/1255949804,300.0,Indooroopilly,43.0,01/09/2020,01/09/2020,Sony,Used,LCD,40-49 in,,Contactless trade,233.14548151283788
https://www.gumtree.com.au/s-ad/quinns-rocks/tvs/panasonic-plasma-40-tv/1255949559,75.0,Quinns Rocks,40.0,01/09/2020,01/09/2020,Panasonic,Used,Plasma,40-49 in,Other,Contactless trade,-44.02830058318767
https://www.gumtree.com.au/s-ad/south-yunderup/tvs/tv-with-dvd-player-for-boat-caravan/1255948351,200.0,South Yunderup,,01/09/2020,01/09/2020,Other,Used,LED,20-29 in,,,18.723904171304184
https://www.gumtree.com.au/s-ad/dingley-village/tvs/hisense-70-inch-4k-uhd-smart-tv/1255948320,999.0,Dingley Village,70.0,01/09/2020,01/09/2020,Hisense,Used,,,,Contactless trade,327.68000512903524
https://www.gumtree.com.au/s-ad/toogoolawah/tvs/55-tv/1255948233,400.0,Toogoolawah,55.0,01/09/2020,01/09/2020,Kogan,Used,LED,50-60 in,Other,,90.86028594584982
https://www.gumtree.com.au/s-ad/north-melbourne/tvs/42-inch-lg-television/1255948100,200.0,North Melbourne,42.0,01/09/2020,01/09/2020,LG,Used,,,,,249.9476396027208
https://www.gumtree.com.au/s-ad/rose-bay/tvs/40in-full-high-definition-tv/1255947897,150.0,Rose Bay,,01/09/2020,01/09/2020,Hisense,Used,LED LCD,40-49 in,1080p,,203.4662383487864
https://www.gumtree.com.au/s-ad/sydney-city/tvs/tv-sony-bravia-40-lcd-digital-colour/1255947323,90.0,Sydney City,,01/09/2020,01/09/2020,Sony,Used,LCD,40-49 in,1080p,,176.18098811577275
https://www.gumtree.com.au/s-ad/dingley-village/tvs/samsung-55-inch-curved-4k-uhd-smart-tv/1255947224,999.0,Dingley Village,55.0,01/09/2020,01/09/2020,Samsung,Used,,,,Contactless trade,323.51911836654784
https://www.gumtree.com.au/s-ad/doncaster-east/tvs/teac-led-50-inch-tv-works-perfectly-free-mount-/1255947215,120.0,Doncaster East,50.0,01/09/2020,01/09/2020,TEAC,Used,LED,50-60 in,,,271.6693212871497
https://www.gumtree.com.au/s-ad/kangaroo-point/tvs/50-inch-lg-flat-screen-tv/1255945164,100.0,Kangaroo Point,50.0,01/09/2020,02/09/2020,LG,Used,,50-60 in,,,311.4333208302345
https://www.gumtree.com.au/s-ad/thornbury/tvs/50-panasonic-th-p50v20a-fullhd-plasma-tv/1255945118,300.0,Thornbury,50.0,01/09/2020,02/09/2020,Panasonic,Used,Plasma,50-60 in,1080p,,156.8013956890998
https://www.gumtree.com.au/s-ad/dingley-village/tvs/lg-55-inch-oled-4k-uhd-smart-tv/1255944961,799.0,Dingley Village,55.0,01/09/2020,2020-09-04,LG,Used,OLED,,,Contactless trade,1195.568729544555
https://www.gumtree.com.au/s-ad/charmhaven/tvs/lg-42lg30d-42-42-inch-lcd-tv-with-remote-power-cord-sold-as-is/1255944955,300.0,Charmhaven,42.0,01/09/2020,01/09/2020,Sony,Used,LCD,40-49 in,1080p,,215.46260561543627
https://www.gumtree.com.au/s-ad/dingley-village/tvs/hisense-75-inch-4k-uhd-3d-led-lcd-smart-tv/1255944725,1199.0,Dingley Village,75.0,01/09/2020,01/09/2020,Hisense,Used,,,,Contactless trade,343.4836332606073
https://www.gumtree.com.au/s-ad/balga/tvs/lg-tv-42-not-a-smart-tv/1255944666,30.0,Balga,42.0,01/09/2020,01/09/2020,LG,Used,,40-49 in,,,228.84219574931484
https://www.gumtree.com.au/s-ad/baulkham-hills/tvs/42-panasonic-plasma/1255944618,300.0,Baulkham Hills,42.0,01/09/2020,01/09/2020,Panasonic,Used,Plasma,40-49 in,Other,,-21.805513967051724
https://www.gumtree.com.au/s-ad/palmwoods/tvs/plasma-television/1255944481,100.0,Palmwoods,,01/09/2020,01/09/2020,Panasonic,Used,Plasma,40-49 in,,,65.35213874311104
https://www.gumtree.com.au/s-ad/everton-park/tvs/sony-32-tv/1255944291,90.0,Everton Park,32.0,01/09/2020,01/09/2020,,Used,,,,,228.50025408856283
https://www.gumtree.com.au/s-ad/kelmscott/tvs/samsung-tv-50-inches/1255944160,250.0,Kelmscott,50.0,01/09/2020,01/09/2020,Samsung,Used,LED,,,,403.0584496757973
https://www.gumtree.com.au/s-ad/dingley-village/tvs/lg-55-inch-4k-uhd-smart-tv/1255943817,679.0,Dingley Village,55.0,01/09/2020,01/09/2020,LG,Used,,,,Contactless trade,275.1357373813009
https://www.gumtree.com.au/s-ad/dingley-village/tvs/lg-60-inch-4k-ultra-hd-smart-tv/1255943554,879.0,Dingley Village,60.0,01/09/2020,01/09/2020,LG,Used,,,,Contactless trade,290.9393655128728
https://www.gumtree.com.au/s-ad/glenvale/tvs/60-inch-tv/1255943460,,Glenvale,60.0,01/09/2020,01/09/2020,,Used,,,,,317.00057162536604
https://www.gumtree.com.au/s-ad/chifley/tvs/tv-sony-bravia-kdl-40xbr45/1255943446,35.0,Chifley,,01/09/2020,02/09/2020,Sony,Used,LCD,40-49 in,,,206.60447375036716
https://www.gumtree.com.au/s-ad/parramatta/tvs/sony-smart-android-t-v-49-inch-ultra-hd-4k/1255943432,700.0,Parramatta,49.0,01/09/2020,01/09/2020,,Used,,,,,282.2325897359076
https://www.gumtree.com.au/s-ad/swanbourne/tvs/45inch-sony-bravia-full-hd-tv-1080p/1255943275,300.0,Swanbourne,45.0,01/09/2020,01/09/2020,Sony,Used,,,1080p,,275.59195954988814
https://www.gumtree.com.au/s-ad/mount-gambier/tvs/small-tv-suitable-for-bedroom-or-caravan/1255943282,40.0,Mount Gambier,,01/09/2020,01/09/2020,Other,Used,LED,20-29 in,,,18.723904171304184
https://www.gumtree.com.au/s-ad/dingley-village/tvs/samsung-50-inch-4k-uhd-led-smart-tv/1255943206,449.0,Dingley Village,50.0,01/09/2020,01/09/2020,Samsung,Used,,,,,323.6168255984831
https://www.gumtree.com.au/s-ad/st-ives/tvs/pioneer-plasma-tv/1255943171,100.0,St Ives,,01/09/2020,01/09/2020,,Used,Plasma,,,,139.47150472979428
https://www.gumtree.com.au/s-ad/point-cook/tvs/ffalcon-55-4k-uhd-tv/1255942942,450.0,Point Cook,55.0,01/09/2020,02/09/2020,Other,Used,LED,50-60 in,2160p (4K),Contactless trade,498.84829937418095
https://www.gumtree.com.au/s-ad/charmhaven/tvs/sony-40-40-inch-tv-kdl-40v2000-with-remote-power-cord-sold-as-is/1255942629,200.0,Charmhaven,40.0,01/09/2020,01/09/2020,Sony,Used,LCD,40-49 in,1080p,,209.1411543628075
https://www.gumtree.com.au/s-ad/stafford/tvs/tcl-50e5900us-50-4k-black-tv/1255942080,399.0,Stafford,50.0,01/09/2020,01/09/2020,TCL,Used,LED,,2160p (4K),,444.82295746521555
